numero,CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability
83317,BELDUS,-3766.987425,-0.12232,9.6079,0.86889,0.05384,-0.15849,-0.10465,376.439282
83318,SEMDUL,-4168.233224,-0.202623,2.824,1.15065,0.06682,-0.16772,-0.1009,576.435739
83319,QURTED,-2997.607085,-0.094727,8.2472,1.19129,0.12106,-0.18454,-0.06348,267.544891
83320,OCOHIZ,-3629.468998,-0.153613,4.8011,1.164,0.07423,-0.17037,-0.09614,477.017957
83321,KAKYUQ,-3683.91201,-0.103417,9.0028,0.89997,0.05204,-0.15453,-0.10249,321.979174
83322,LEZNEL,-3531.576562,-0.114347,10.1562,1.10744,0.05618,-0.26754,-0.21136,370.026539
83323,TIDJIZ,-3926.621385,-0.189417,5.1792,1.19361,0.13021,-0.16926,-0.03905,536.847056
83324,XEYYUW,-8078.02842,-0.068611,17.2503,0.97519,0.11491,-0.1765,-0.06159,245.063602
83325,BUJLUP,-3889.757506,-0.10823,10.9918,0.92853,0.07615,-0.20708,-0.13093,361.003851
83326,NULVEV,-3428.764646,-0.056187,10.4438,0.84,0.17717,-0.20067,-0.0235,227.310811
83327,YEHMEF,-4307.948897,-0.133271,11.6204,1.00325,0.08844,-0.16912,-0.08068,396.563467
83328,MAWDAS,-3054.114307,-0.133884,7.5823,1.07278,0.05671,-0.15224,-0.09553,351.783479
83329,IDUTAD,-4348.805175,-0.141625,5.8925,1.01604,0.12101,-0.19696,-0.07595,435.924418
83332,DALJOQ,-3358.386902,-0.071538,9.6044,0.88823,0.11155,-0.19966,-0.08811,226.297745
83333,SOSJEQ,-4265.839067,-0.177501,8.7708,1.16973,0.11629,-0.29204,-0.17575,442.862763
83334,VAZSIA,-7391.08081,-0.092643,3.783,0.90697,0.15478,-0.18145,-0.02667,293.031434
83335,ZACWOP,-3416.898388,-0.087909,8.1468,0.9377,0.082,-0.13546,-0.05346,271.353213
83338,EVOZUK,-4138.206996,-0.10098,0.0022,1.20182,0.1779,-0.2442,-0.0663,329.024804
83339,BIJWIA,-9148.956917,-0.175577,10.9985,0.99464,0.14071,-0.20015,-0.05944,510.061316
83340,ERUREP,-2669.566255,-0.081905,6.9021,1.06504,0.09346,-0.15112,-0.05766,271.082692
83341,VOSYIL,-4207.758176,-0.055803,4.5754,0.90172,0.13849,-0.05582,0.08267,228.243156
83342,LOCVOR,-3347.560834,-0.110947,3.5756,1.19516,0.09734,-0.1709,-0.07356,374.292962
83343,KUMPEP,-4736.626693,-0.121452,5.2862,0.95243,0.08998,-0.18201,-0.09203,416.205083
83345,EBAYEO,-3001.246027,-0.079049,6.0568,1.14845,0.08339,-0.19933,-0.11594,281.213362
83346,YUBBIG,-2900.589369,-0.082872,11.4005,1.18194,0.10746,-0.29024,-0.18278,259.530783
83348,HAMCON,-3690.764233,-0.158738,0,1.26445,0.08949,-0.18103,-0.09154,504.404853
83350,DUZZAA,-3420.972814,-0.103319,0.0075,1.18483,0.15057,-0.18908,-0.03851,344.760881
83351,HACDIA,-4725.765506,-0.252361,0.0004,1.26712,0.09606,-0.18309,-0.08703,706.528015
83353,VAHLAS,-3297.444609,-0.122899,0.8321,1.24223,0.12488,-0.16987,-0.04499,345.740518
83355,IWUBIL,-2949.417726,-0.058783,6.3474,0.85925,0.18848,-0.21647,-0.02799,241.824696
83356,FOJTAZ,-3336.819477,-0.119232,8.3105,1.13912,0.17602,-0.31455,-0.13853,347.771869
83357,WUPXEK,-6205.497434,-0.083586,9.3153,0.96827,0.09917,-0.21466,-0.11549,271.370378
83358,VORPOH,-3862.153341,-0.119034,4.5816,0.95637,0.10217,-0.18195,-0.07978,329.064591
83360,AXUCON,-4305.782265,-0.176548,11.6271,0.85881,0.08108,-0.19696,-0.11588,469.443125
83362,WENQEO,-2803.969051,-0.05381,0.0017,1.18244,0.12813,-0.20097,-0.07284,198.710174
83363,CIBWOB,-4837.922011,-0.120071,2.7462,1.21475,0.18188,-0.12072,0.06116,363.815133
83364,JERYOV,-8177.650583,-0.051631,3.9036,0.849,0.16937,-0.2103,-0.04093,204.097398
83366,BUQMEG,-3529.200732,-0.109919,10.6399,1.15092,0.05006,-0.27697,-0.22691,371.67596
83368,WUHBUY,-4427.531443,-0.119531,6.277,0.97851,0.18203,-0.21872,-0.03669,337.795354
83369,JIDTUO,-3990.749321,-0.180981,6.2196,1.17169,0.14345,-0.19403,-0.05058,490.235109
83371,GEGQUE,-2515.189843,-0.046621,10.832,0.94376,0.15368,-0.24042,-0.08674,183.345206
83373,RALKOG,-5043.623836,-0.147721,4.6866,1.18775,0.11513,-0.20143,-0.0863,423.402432
83374,SOCFOI,-3590.758377,-0.159765,3.8148,1.14425,0.09874,-0.17451,-0.07577,429.49829
83377,LUKRIT,-3579.574351,-0.072609,5.1213,1.09591,0.11406,-0.18774,-0.07368,237.540696
83378,RUSLOI,-4657.283852,-0.224585,6.0759,1.22214,0.0824,-0.1813,-0.0989,680.936978
83379,HIKCOT,-7617.564959,-0.046905,9.1853,0.9771,0.11756,-0.22448,-0.10692,226.853001
83381,WEGVAG,-4244.864553,-0.114063,1.5369,0.86883,0.15323,-0.18063,-0.0274,342.464831
83382,ROPGIO,-8564.679306,-0.258064,8.607,1.21463,0.08849,-0.19262,-0.10413,732.70589
83384,TOHTIV,-5225.621678,-0.050574,8.9534,1.0413,0.09503,-0.20587,-0.11084,203.367271
83385,AGUPOJ,-3344.730534,-0.105669,3.9284,1.16601,0.11468,-0.17225,-0.05757,320.349891
83386,ULAPAZ,-3924.224678,-0.121202,9.4651,0.97359,0.14053,-0.19785,-0.05732,362.606749
83388,NOQNOX,-4263.804241,-0.144132,27.2454,1.14521,0.02921,-0.15406,-0.12485,449.563705
83389,KIJYOS,-4222.91023,-0.077424,8.1622,0.96218,0.15953,-0.23316,-0.07363,274.698983
83390,KOPYOD,-3234.947617,-0.083191,6.9598,0.85653,0.19272,-0.17465,0.01807,237.750297
83391,KAQJIY,-3869.013346,-0.170878,7.9637,1.17857,0.06504,-0.15958,-0.09454,459.300709
83393,WIJVUJ,-3530.814492,-0.139755,6.8798,1.18586,0.07073,-0.17198,-0.10125,403.353313
83394,IDATOZ,-2988.313176,-0.060382,0.0036,1.18085,0.11239,-0.22157,-0.10918,224.678493
83396,YEJDEZ,-3594.355519,-0.080293,5.7826,1.0832,0.09448,-0.19584,-0.10136,264.590458
83398,SOBNIJ,-5648.062206,-0.342238,5.4671,1.18151,0.1027,-0.28297,-0.18027,803.20684
83399,BEMVIB,-4383.280716,-0.106542,13.6111,0.93753,0.14522,-0.21049,-0.06527,322.125642
83400,VEVJOX,-4021.045922,-0.146583,12.244,1.16415,0.10955,-0.16575,-0.0562,433.137422
83401,IDOCIQ,-7470.423419,-0.34772,0.0083,1.196,0.16621,-0.20748,-0.04127,888.254041
83402,IDAWAN,-2815.590432,-0.073139,1.3961,1.17798,0.15492,-0.17817,-0.02325,244.104712
83404,MAHYUQ,-3552.291588,-0.067441,10.5119,1.14647,0.08937,-0.18644,-0.09707,263.789155
83405,NUXWUA,-3158.961808,-0.128887,2.1557,1.24394,0.09376,-0.1751,-0.08134,357.24835
83406,AKAPAF,-2955.875479,-0.122745,4.9141,1.09816,0.09695,-0.15949,-0.06254,338.005924
83408,GOSJIH,-4037.26893,-0.081864,7.8438,0.98135,0.22442,-0.2115,0.01292,232.119541
83409,ICITUM,-4670.959122,-0.269275,7.5584,0.65066,0.13086,-0.17644,-0.04558,700.422673
83412,XUPGEW,-4749.595388,-0.168534,12.2953,0.98148,0.13267,-0.20591,-0.07324,445.935112
83413,LACFOK,-3079.629625,-0.103666,1.8855,1.18717,0.00723,-0.12434,-0.11711,292.771011
83414,HAMLEM,-3690.764259,-0.158734,0.0006,1.26442,0.08952,-0.18105,-0.09153,504.405174
83415,ANISUM,-7446.10398,-0.30891,1.5377,1.15175,0.16559,-0.21883,-0.05324,750.013666
83416,MAKHAH,-4556.525473,-0.225164,6.5893,1.17676,0.07021,-0.17049,-0.10028,618.789045
83417,ECOWOL,-4597.981847,-0.116232,3.1742,0.87143,0.08623,-0.17599,-0.08976,388.668526
83418,BOJBIM,-3864.704178,-0.144892,2.2663,1.11739,0.1022,-0.18022,-0.07802,484.930394
83419,QUPVEC,-3977.538022,-0.10197,8.3405,0.94893,0.09696,-0.2036,-0.10664,334.226686
83420,LIKBIS,-22126.81999,-1.122263,0.0016,1.26603,0.08899,-0.18924,-0.10025,3002.513834
83423,PANDUF,-3407.021333,-0.062574,9.0578,0.95279,0.10687,-0.18366,-0.07679,230.622284
83426,WAPLIK,-4900.934722,-0.323913,0.0006,1.24514,0.15601,-0.21556,-0.05955,744.618546
83427,DOPVOU,-2928.189704,-0.106568,1.2352,1.15881,0.11084,-0.1652,-0.05436,294.148734
83428,AKAFOJ,-5078.577581,-0.229221,12.4787,0.75764,0.15932,-0.20283,-0.04351,531.527891
83429,IBOFAI,-4518.351976,-0.257341,0.0014,1.18647,0.06311,-0.19063,-0.12752,675.577344
83430,MAHMIS,-4233.18781,-0.072249,2.4464,0.79447,0.1951,-0.33054,-0.13544,290.364152
83431,ADUREX,-3461.470317,-0.150021,5.7334,1.17262,0.12067,-0.18643,-0.06576,423.232396
83433,FEKYUQ,-3841.958211,-0.172306,1.1635,1.26485,0.07537,-0.18284,-0.10747,533.706537
83434,KOQYEW,-5885.779819,-0.059229,11.3261,0.99624,0.11847,-0.19339,-0.07492,216.17082
83436,TOKVOH,-4483.543779,-0.287087,0.7997,1.2276,0.13524,-0.201,-0.06576,716.269637
83437,METWEO,-3047.371088,-0.072058,8.9062,1.14465,0.1747,-0.33241,-0.15771,251.699287
83438,QODLAZ,-3386.356891,-0.052502,8.6728,0.91057,0.0882,-0.21132,-0.12312,211.596593
83441,FEJDOP,-7587.561189,-0.09103,8.2894,0.96099,0.2347,-0.22483,0.00987,245.686382
83444,DOPXAJ,-4716.711187,-0.100424,12.8904,1.14334,0.11005,-0.19674,-0.08669,391.763946
83445,RIXDUX,-3509.589617,-0.135942,3.9739,1.15982,0.16615,-0.20269,-0.03654,435.244375
83446,OGIMOG,-3647.113578,-0.042532,12.3842,0.95491,0.09459,-0.20483,-0.11024,174.812327
83447,MEKYOT,-5546.847483,-0.178865,5.6591,1.17167,0.09296,-0.195,-0.10204,501.783775
83448,USIVEZ,-2767.04762,-0.070337,0.0081,1.26557,0.09906,-0.19096,-0.0919,253.95448
83449,IBOCIM,-3658.051047,-0.140983,7.7247,1.06835,0.13407,-0.30223,-0.16816,389.704942
83450,RUQYOT,-4049.333236,-0.148556,9.0046,0.95264,0.06225,-0.16662,-0.10437,408.136649
83451,OJEJUI,-4548.25923,-0.152986,7.3163,0.89812,0.15817,-0.19519,-0.03702,452.018816
83453,AWOLEE,-3365.361169,-0.05648,10.082,0.95031,0.13472,-0.21995,-0.08523,212.707785
83454,YUVQEN,-3726.675212,-0.152693,8.9197,1.20278,0.1175,-0.2946,-0.1771,399.558174
83455,LEVVAK,-3648.665473,-0.136547,5.771,1.00925,0.2155,-0.22434,-0.00884,399.23281
83456,IWOLEN,-3244.404617,-0.072159,0.0327,1.22624,0.16908,-0.21784,-0.04876,238.698888
83457,DOZTIW,-7766.349412,-0.096165,6.8438,1.01277,0.07438,-0.17344,-0.09906,352.15289
83458,UZELIV,-2975.517325,-0.120964,3.0227,1.12564,0.11289,-0.17998,-0.06709,347.763704
83459,QOQGIO,-3976.141648,-0.146337,7.6546,1.03065,0.13237,-0.18581,-0.05344,411.226725
83460,YUHWAB,-4636.807319,-0.286248,7.5378,1.36043,0.13842,-0.17434,-0.03592,674.518097
83461,OCECUV,-3761.313921,-0.094443,0.6802,0.98413,0.12204,-0.1782,-0.05616,340.727705
83462,ICECUP,-4239.215225,-0.188293,4.7541,1.17994,0.14488,-0.20932,-0.06444,509.020426
83464,HECDAX,-4772.313413,-0.17653,3.4653,1.08976,0.09558,-0.18384,-0.08826,501.9731
83465,FINSEC,-4054.548193,-0.142809,10.3242,1.16953,0.13923,-0.3342,-0.19497,388.735198
83466,FEJNEP,-4303.023745,-0.086848,10.8119,0.97284,0.10022,-0.18937,-0.08915,310.468017
83467,EZICAS,-3372.63595,-0.101246,16.976,1.17324,0.00905,-0.21189,-0.20284,326.759881
83468,VEYPUK,-3960.308147,-0.19618,4.4111,1.15941,0.09313,-0.14394,-0.05081,511.605881
83470,KAGBUS,-4598.000794,-0.124334,3.3596,0.8715,0.07098,-0.1605,-0.08952,388.566308
83472,PUVLEZ,-4803.21225,-0.172813,6.3225,0.93301,0.13539,-0.20001,-0.06462,478.297227
83473,IJETEX,-3470.672486,-0.20051,0.0809,1.19436,0.12485,-0.15467,-0.02982,471.369208
83474,WUKNAR,-3180.849545,-0.064512,0.0019,1.17989,0.11137,-0.20905,-0.09768,234.969814
83476,BESXOP,-8870.761456,-0.13491,11.4564,0.94499,0.11574,-0.21955,-0.10381,522.462985
83478,HUCHOD,-2838.21228,-0.053179,4.7562,1.17634,0.12057,-0.2242,-0.10363,203.27854
83479,KAWSAD,-2357.675924,-0.046289,2.9082,1.17393,0.13843,-0.19647,-0.05804,176.245187
83480,DAGSUC,-4649.412559,-0.216792,2.0037,1.25552,0.08717,-0.18145,-0.09428,621.15209
83481,SOSGIR,-3461.174679,-0.070587,8.0361,0.9494,0.11174,-0.20262,-0.09088,232.390246
83483,EZAHIW,-4125.950726,-0.104625,3.0063,1.20641,0.16065,-0.2252,-0.06455,344.600745
83484,QAWGUR,-3648.291486,-0.141234,4.143,1.28098,0.1324,-0.1806,-0.0482,390.579656
83488,JEFGIL,-3268.061228,-0.107673,8.5386,0.90375,0.08656,-0.18226,-0.0957,392.283169
83489,DEFMAD,-3187.018098,-0.065032,8.6254,0.825,0.11567,-0.20792,-0.09225,246.194416
83490,GUWYED,-3350.496023,-0.055596,9.8897,0.91729,0.08745,-0.21445,-0.127,218.326078
83492,KICLEQ,-4189.629882,-0.127503,12.3091,0.9416,0.09598,-0.19136,-0.09538,427.414492
83493,XAXVIB,-4041.308187,-0.109788,8.2013,0.99736,0.10323,-0.20705,-0.10382,379.878813
83494,IHITOJ,-3764.626266,-0.19323,5.1066,1.18159,0.09729,-0.17414,-0.07685,527.775916
83497,FAJZIA,-6779.850912,-0.171207,7.6902,0.78107,0.13453,-0.15412,-0.01959,464.877655
83499,ASECOQ,-3525.27504,-0.089639,0.0802,1.32495,0.20576,-0.21643,-0.01067,290.359678
83501,BEBBOA,-3304.439985,-0.040491,6.2993,1.00488,0.23608,-0.22281,0.01327,161.66724
83502,WOPTEB,-13252.43069,-0.088591,5.2147,1.1973,0.10893,-0.19691,-0.08798,321.036873
83503,ITIYER,-4038.897363,-0.17944,7.357,1.12114,0.1219,-0.18255,-0.06065,497.622433
83504,FUQHUV,-5094.34369,-0.197826,5.0413,1.17771,0.09889,-0.18357,-0.08468,586.728111
83505,MOHSEH,-3866.130165,-0.117884,0.0014,1.22947,0.12445,-0.20531,-0.08086,405.07227
83506,CAZPUP,-5438.155883,-0.219212,11.9782,0.80439,0.1097,-0.18011,-0.07041,590.409255
83507,CEVMUO,-3429.087789,-0.069727,9.4724,0.94848,0.09882,-0.22438,-0.12556,241.517197
83508,ADABOW,-7949.075912,-0.059253,12.605,0.93434,0.10861,-0.19813,-0.08952,224.460826
83510,AHEXAM,-4368.698882,-0.158436,7.8908,1.14453,0.12272,-0.1915,-0.06878,450.568415
83511,YADQUS,-2905.309243,-0.043315,12.1691,0.86539,0.17968,-0.19575,-0.01607,210.911634
83512,QIRKOT,-3386.364821,-0.05627,8.3039,0.94108,0.08335,-0.20622,-0.12287,211.655786
83513,TALZEM,-3381.781064,-0.093899,5.9992,1.02699,0.11321,-0.31156,-0.19835,309.13466
83515,FEWYEN,-3462.686355,-0.134215,8.9113,1.23953,0.06913,-0.17124,-0.10211,369.254605
83516,GAGWUJ,-4026.867003,-0.085786,13.5252,0.95623,0.12284,-0.21741,-0.09457,338.549015
83519,QIWSAR,-7726.826902,-0.027501,4.7325,0.96984,0.13403,-0.24573,-0.1117,145.45323
83521,IMENEV,-4358.380778,-0.260303,3.3747,1.19449,0.10853,-0.1797,-0.07117,656.97678
83522,SASWAL,-3516.973291,-0.061438,11.9408,0.99364,0.1272,-0.21653,-0.08933,211.260239
83524,BEYTOP,-4279.554234,-0.171124,8.7132,1.01895,0.10186,-0.19488,-0.09302,433.442181
83525,WEGHAR,-2942.234113,-0.128143,6.0474,0.98529,0.16566,-0.16404,0.00162,326.86097
83526,LUZVAD,-4125.94613,-0.178241,10.3384,1.017,0.11381,-0.18551,-0.0717,496.643812
83527,DEKGEI,-4583.50398,-0.090151,0.0044,1.21298,0.15897,-0.21712,-0.05815,290.065254
83528,YAKGEZ,-3668.78021,-0.084685,8.3996,0.9674,0.12117,-0.20379,-0.08262,280.973248
83529,MAXWAK,-6770.004826,-0.434646,0.0308,1.23788,0.08808,-0.17513,-0.08705,1113.644385
83534,NEYFEE,-4628.28806,-0.102343,7.6044,1.18834,0.1106,-0.20662,-0.09602,358.084341
83535,LUZVEH,-3937.612989,-0.171845,4.2355,1.05684,0.13603,-0.17361,-0.03758,478.332528
83538,DISXEJ,-3483.760694,-0.070667,0.086,1.18988,0.13141,-0.2414,-0.10999,265.024049
83539,EDUPEZ,-3384.852936,-0.089923,3.6571,0.95719,0.16105,-0.18638,-0.02533,280.629502
83540,PAGBAD,-3746.357615,-0.104794,6.8668,0.88287,0.23678,-0.22773,0.00905,271.70757
83541,JAMPIZ,-3147.888378,-0.092979,6.555,1.13111,0.15309,-0.20453,-0.05144,285.095
83543,PAMJOF,-3778.17807,-0.182789,7.5026,1.16542,0.10036,-0.1994,-0.09904,491.449725
83544,DAJJUW,-3973.910763,-0.081121,7.1353,1.16855,0.17747,-0.17545,0.00202,286.051582
83545,IVEKAX,-3608.49458,-0.146705,8.998,1.10889,0.09416,-0.15988,-0.06572,382.35681
83546,OGUWOD,-3902.555665,-0.185796,6.8462,1.18044,0.12507,-0.17486,-0.04979,514.676595
83547,XOXZAM,-3362.72886,-0.123834,8.8624,1.10063,0.17445,-0.1736,0.00085,329.649608
83549,LALTAV,-3108.524456,-0.085614,6.5877,1.11739,0.11539,-0.32867,-0.21328,290.980742
83550,PADYOL,-4117.112067,-0.14349,10.6793,0.97297,0.1719,-0.2095,-0.0376,402.538285
83551,NORCEE,-4599.044095,-0.109221,7.4058,0.91567,0.08336,-0.18038,-0.09702,374.527829
83553,QOYWUY,-3818.492113,-0.188176,6.3401,1.08585,0.07068,-0.19247,-0.12179,515.948974
83554,VAKKEY,-3525.511689,-0.172439,4.451,1.1602,0.1427,-0.29275,-0.15005,449.492333
83555,BUJLUN,-3986.801096,-0.134876,7.3768,0.93186,0.11051,-0.2036,-0.09309,371.809314
83556,HOTFAZ,-3136.774277,-0.055758,0.0045,1.18946,0.16938,-0.24171,-0.07233,208.116124
83558,TUJQIY,-3355.893122,-0.041863,6.4661,1.09253,0.17088,-0.19738,-0.0265,202.325522
83559,ASEWEC,-4134.445005,-0.084129,20.4675,0.80408,0.02719,-0.17627,-0.14908,278.266175
83560,EQEFIQ,-3520.136409,-0.075579,8.9402,0.9324,0.10449,-0.20476,-0.10027,253.034234
83561,TOSROK,-3556.262035,-0.132689,5.3572,1.15725,0.18325,-0.34237,-0.15912,368.622343
83564,HUPXOG,-3839.783988,-0.202121,4.3767,1.20714,0.09847,-0.17652,-0.07805,532.879542
83568,JAMHEL,-3396.779021,-0.060683,13.685,0.83951,0.09277,-0.1908,-0.09803,248.45679
83569,JUTJAL,-3365.272295,-0.154979,1.2479,0.89906,0.18509,-0.2049,-0.01981,403.754336
83570,IJOMOK,-7672.70052,-0.073694,9.4683,0.94677,0.10469,-0.20914,-0.10445,235.857019
83572,ZICFEW,-5373.157367,-0.376461,1.9354,1.18904,0.0377,-0.16634,-0.12864,975.237363
83573,QAMSAA,-3678.461645,-0.09782,9.3729,0.96073,0.15643,-0.21866,-0.06223,305.389217
83574,HIKCEJ,-3294.153147,-0.058812,12.2417,0.88367,0.10211,-0.20621,-0.1041,283.743401
83575,NUZXOX,-3710.275191,-0.086623,0.0072,1.20908,0.13944,-0.24262,-0.10318,292.358904
83576,ROJGAA,-3957.025251,-0.142948,0.0022,1.22032,0.12752,-0.2129,-0.08538,453.146481
83578,QOMWOG,-4825.931473,-0.20126,3.4232,0.54814,0.15206,-0.19232,-0.04026,512.116636
83579,WIGWOB,-3721.887928,-0.134275,0.0001,1.2636,0.09244,-0.19375,-0.10131,475.580082
83580,NAQWEK,-3494.19497,-0.113483,1.869,1.20592,0.10121,-0.20448,-0.10327,384.225833
83582,SECXUU,-3459.890647,-0.093304,4.1942,1.07189,0.11352,-0.29199,-0.17847,283.111813
83583,NEJGER,-10896.4665,-0.784237,8.6357,1.17817,0.07369,-0.2078,-0.13411,1826.005642
83584,NUTHER,-4378.302809,-0.232447,3.3862,1.2702,0.08719,-0.17618,-0.08899,627.662599
83585,OHEHOZ,-3045.588898,-0.133251,6.3944,1.02914,0.10306,-0.14516,-0.0421,349.988421
83586,HAMGAD,-3690.7642,-0.158741,0.0007,1.26443,0.0895,-0.18104,-0.09154,504.404503
83587,WEZGEO,-3066.758774,-0.077921,10.3291,1.17167,0.07856,-0.19309,-0.11453,259.903546
83588,PADTOF,-3368.029294,-0.108651,9.2211,1.10456,0.05418,-0.1559,-0.10172,328.232609
83589,YAQQUE,-3093.013556,-0.081509,7.6049,1.01675,0.10724,-0.28575,-0.17851,262.839356
83591,DUHHEU,-4873.2413,-0.200597,20.4841,1.18829,0.03951,-0.15266,-0.11315,595.661042
83593,KAKVIB,-3644.220522,-0.106714,9.1656,0.89814,0.04635,-0.14211,-0.09576,331.070936
83594,MUKZIC,-3292.767871,-0.062667,7.5359,0.95828,0.14968,-0.2095,-0.05982,197.214831
83597,HIKCIN,-3143.854275,-0.056852,10.9744,0.88767,0.10335,-0.20665,-0.1033,273.622178
83598,ABEGOG,-3069.173062,-0.079003,5.1157,1.1854,0.12753,-0.19505,-0.06752,265.349849
83599,PEBVEZ,-3439.439427,-0.114836,6.9201,1.09899,0.17295,-0.1813,-0.00835,313.323935
83600,CAFRIM,-3969.049589,-0.089681,7.6257,0.86498,0.11901,-0.32329,-0.20428,294.190366
83601,EQIGOC,-3808.365118,-0.07335,5.8268,1.01228,0.16468,-0.20308,-0.0384,287.931567
83602,YUYJEI,-4904.870919,-0.159505,11.1033,0.88795,0.13018,-0.21078,-0.0806,446.51401
83605,KEXQEK,-4036.03466,-0.177462,7.2694,1.03158,0.13009,-0.17411,-0.04402,499.175316
83608,HAMLAI,-4182.60235,-0.211248,4.2029,1.2103,0.08126,-0.17831,-0.09705,595.097374
83609,MEMVEG,-3354.075656,-0.126094,7.2472,1.11794,0.18339,-0.31716,-0.13377,343.794191
83610,ZANREN,-3603.769555,-0.075281,4.5432,0.9693,0.11167,-0.20297,-0.0913,245.801156
83611,TIGKUP,-3136.681266,-0.053694,0.019,1.16869,0.12752,-0.20973,-0.08221,208.462877
83612,LECXAT,-3465.976345,-0.068756,8.9974,0.97643,0.19895,-0.22319,-0.02424,243.702461
83614,KABWUH,-3331.060033,-0.068106,0.0027,1.15681,0.11537,-0.22031,-0.10494,245.187676
83615,QEVXEV,-5909.250306,-0.393559,0.0027,1.32683,0.14758,-0.21919,-0.07161,885.940595
83616,CAZGER,-4581.624813,-0.221334,11.4106,1.19184,0.09826,-0.18579,-0.08753,611.100912
83621,EHICON,-4672.079052,-0.206682,5.9934,1.16579,0.10224,-0.19203,-0.08979,530.250285
83623,GUYRIB,-3623.579505,-0.087282,4.8509,1.0482,0.1032,-0.30004,-0.19684,299.608346
83624,MEMPAW,-3661.140512,-0.090185,8.8824,1.06331,0.20218,-0.22503,-0.02285,279.670285
83625,ROLVAQ,-3440.543408,-0.117129,0.9838,1.13804,0.13523,-0.21173,-0.0765,384.653746
83626,VAWHOT,-3353.213377,-0.147093,2.47,1.19016,0.1228,-0.18062,-0.05782,415.196005
83627,LUCBUG,-3423.452406,-0.058971,11.3514,0.96534,0.11604,-0.20648,-0.09044,205.380957
83628,QUBNOQ,-3517.687489,-0.138094,4.5316,1.18118,0.10731,-0.17767,-0.07036,465.3899
83629,WOWGIA,-3622.133644,-0.08786,9.5638,0.95647,0.09902,-0.21849,-0.11947,281.487178
83630,MUNKOX,-3602.894613,-0.092559,4.7874,1.19135,0.10711,-0.19908,-0.09197,368.772935
83631,QURGIV,-3741.731962,-0.169768,7.711,1.14729,0.01225,-0.13624,-0.12399,490.60541
83632,WUJPOI,-3798.318885,-0.072706,9.8867,0.94243,0.14424,-0.20401,-0.05977,277.727358
83633,PATSOT,-3336.401277,-0.113897,3.7641,1.15891,0.11777,-0.20567,-0.0879,362.615799
83634,SIJKUR,-3643.040251,-0.103235,5.6517,0.90255,0.09969,-0.19081,-0.09112,326.337371
83635,FADYOY,-3456.242514,-0.098388,8.1961,0.89812,0.08352,-0.18039,-0.09687,285.809058
83638,FAHMAD,-6080.648756,-0.147279,11.1369,0.96976,0.1285,-0.21165,-0.08315,413.547814
83639,QIXJIQ,-5410.217834,-0.342827,0.6179,0.81098,0.13665,-0.19038,-0.05373,752.778347
83640,GUMSOW,-4065.566288,-0.216736,2.0259,1.16996,0.12698,-0.18678,-0.0598,586.226268
83641,YESKOZ,-4351.84424,-0.167282,3.7318,1.1864,0.09007,-0.17076,-0.08069,504.84989
83642,TEGVIK,-3847.950986,-0.174221,0.0003,1.26386,0.08855,-0.17615,-0.0876,550.528617
83644,CIYFEX,-3585.425679,-0.088368,7.1832,0.99771,0.13062,-0.21685,-0.08623,254.486339
83646,HEDDUS,-4748.394343,-0.193013,7.7349,1.03986,0.10354,-0.18512,-0.08158,486.233876
83647,WAPQUC,-3373.016784,-0.105641,2.6191,1.21634,0.11802,-0.19425,-0.07623,380.013189
83650,VAYWUO,-7959.036935,-0.082303,4.4514,1.16573,0.11725,-0.19715,-0.0799,295.12734
83651,BETWOO,-3742.532397,-0.129317,8.9582,1.1567,0.10279,-0.19596,-0.09317,439.315793
83652,EYEHIA,-3612.266844,-0.05211,9.6619,0.93995,0.13855,-0.21965,-0.0811,191.817091
83653,XIGNAE,-3422.730797,-0.053342,8.607,0.96094,0.10268,-0.09348,0.0092,219.130947
83655,ATUMAF,-3598.704985,-0.090472,11.7038,1.13029,0.12991,-0.21487,-0.08496,307.615774
83657,RUQNOI,-6151.115466,-0.160912,7.8287,1.32676,0.22201,-0.26125,-0.03924,382.585967
83658,RAFPOE,-3524.211812,-0.09079,12.6874,1.17388,0.13229,-0.23418,-0.10189,342.334036
83659,KOQNAH,-2956.43428,-0.065559,18.9918,1.18104,0.02665,-0.16268,-0.13603,225.892876
83661,BOLAZN,-7882.926661,-0.070917,6.448,0.9468,0.12614,-0.21868,-0.09254,280.929061
83662,RECCAE,-5162.676362,-0.244318,0.0011,1.15535,0.20414,-0.23995,-0.03581,598.322238
83664,DUCNOF,-3303.564033,-0.128491,4.9039,1.16413,0.14811,-0.31484,-0.16673,363.465713
83665,WABHEO,-3501.244653,-0.07466,8.6675,0.86307,0.09013,-0.18407,-0.09394,285.374121
83666,DIWJAW,-4000.808012,-0.141376,11.2419,1.17154,0.09919,-0.18894,-0.08975,397.80053
83667,OQITAK,-4163.263389,-0.105355,2.9862,1.227,0.06953,-0.19269,-0.12316,343.459796
83668,SATLAC,-3471.877237,-0.106735,15.7721,1.10583,0.10901,-0.34575,-0.23674,276.326883
83669,UCELEU,-4113.65873,-0.128533,6.3362,1.12452,0.10562,-0.30474,-0.19912,353.279695
83670,HOBBUY,-4289.312545,-0.175686,0.5445,1.23153,0.10978,-0.17107,-0.06129,477.626175
